,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4122,4632-XJMEX,1,0,0,1,53,1,0,0,2,2,0,2,0,0,1,0,1,592,2963,0
4123,8910-LEDAG,1,1,1,0,34,1,0,1,0,0,0,0,0,0,0,0,1,745,2076,0
4124,3452-GWUIN,0,1,1,0,19,1,2,1,0,0,0,0,2,2,0,1,2,1187,1286,0
4125,2716-GFZOR,1,0,1,0,43,1,0,1,2,2,2,0,0,0,0,1,1,1017,3078,0
4126,3724-UCSHY,1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,20,406,0
4127,8626-XHBIE,1,0,0,1,56,1,2,2,1,1,1,1,1,1,2,1,3,88,782,0
4128,4628-CTTLA,1,0,0,0,57,0,1,0,0,2,0,0,2,0,0,1,2,230,1743,1
4129,3192-LNKRK,1,0,1,1,34,1,0,1,0,0,2,0,2,0,0,1,3,976,2513,0
4130,4439-YRNVD,0,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,211,3217,0
4131,2876-VBBBL,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,34,1611,1
4132,6834-NXDCA,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,2,70,2597,1
4133,2208-UGTGR,1,0,0,0,56,1,2,1,0,2,0,0,2,2,0,0,2,1254,4622,0
4134,3005-TYFRD,0,0,1,0,55,1,2,1,0,2,2,0,2,2,0,1,1,1348,4689,0
4135,8670-MEFCP,0,0,1,1,36,1,2,0,2,2,2,2,2,2,2,1,1,1147,2932,0
4136,3079-BCHLN,1,0,1,0,47,1,0,2,1,1,1,1,1,1,1,0,0,27,6427,0
4137,7777-UNYHB,0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,1,31,1956,0
4138,5597-GLBUC,0,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,1004,6210,1
4139,7278-CKDNC,1,1,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,910,1715,0
4140,2748-MYRVK,0,0,0,0,63,1,2,1,0,2,0,0,2,2,1,0,0,1279,5008,1
4141,8450-UYIBU,0,1,0,0,35,0,1,0,0,0,2,0,2,0,0,1,2,239,804,0
4142,2969-VAPYH,0,0,0,0,67,1,0,0,2,2,0,2,0,0,1,0,1,553,3311,0
4143,4822-YCXMX,1,0,0,0,25,1,2,1,0,0,0,0,0,2,0,1,2,991,1675,1
4144,7181-OQCUT,1,0,0,0,21,1,2,1,2,0,2,0,2,2,0,0,3,1352,1849,0
4145,8474-UMLNT,0,0,0,0,13,1,0,0,2,2,0,2,0,2,0,0,0,674,6183,0
4146,9821-POOTN,1,0,1,0,35,1,2,1,0,0,0,0,0,0,0,1,2,811,2232,1
4147,3836-FZSDJ,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,89,1499,0
4148,9142-XMYJH,0,0,0,0,29,1,0,2,1,1,1,1,1,1,0,0,1,16,4922,0
4149,6559-ILWKJ,1,0,1,0,71,0,1,0,0,2,0,0,2,2,2,0,2,363,3049,1
4150,0187-QSXOE,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,1073,4946,0
4151,7733-UDMTP,0,1,0,0,57,0,1,0,0,2,2,0,2,2,0,1,2,459,2691,0
4152,2649-HWLYB,1,0,1,0,65,1,2,0,2,0,2,2,0,2,2,0,0,830,4179,0
4153,5214-CHIWJ,1,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,35,4876,0
4154,4229-CZMLL,1,0,0,0,6,1,2,1,0,0,0,0,0,0,0,1,2,805,3971,1
4155,6904-JLBGY,0,1,0,0,72,1,2,1,2,2,2,2,2,2,2,1,1,1575,6188,0
4156,2465-BLLEU,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,24,1489,0
4157,1685-VAYJF,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,309,4171,0
4158,8874-EJNSR,1,0,1,1,39,1,2,2,1,1,1,1,1,1,2,0,3,96,6506,0
4159,6917-YACBP,0,1,0,0,59,1,2,1,2,2,2,0,0,0,0,1,2,1088,4554,0
4160,5049-MUBWG,1,0,0,0,26,1,0,0,2,0,0,2,2,2,1,0,0,807,1507,0
4161,4223-WOZCM,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,3,375,134,0
4162,0769-MURVM,0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,0,0,642,3891,0
4163,9253-VIFJQ,1,0,1,0,65,1,2,0,2,2,2,0,0,0,1,0,1,664,3669,0
4164,7030-FZTFM,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,0,1,1486,5986,0
4165,9741-YLNTD,1,0,0,0,6,1,2,1,0,0,0,2,0,2,0,1,0,1052,4372,0
4166,5917-RYRMG,1,1,0,0,32,1,0,2,1,1,1,1,1,1,1,0,1,25,4824,0
4167,5120-ZBLAI,0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,821,3316,0
4168,1194-BHJYC,1,0,1,0,61,0,1,0,2,0,2,2,2,2,2,1,3,583,3245,0
4169,3663-MITLP,0,0,0,0,15,1,0,1,0,2,2,0,2,2,0,1,2,1305,842,1
4170,0906-QVPMS,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,0,1548,6158,0
4171,9025-ZRPVR,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,8,1415,1
4172,1905-OEILC,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19,1484,0
4173,7858-GTZSP,0,0,0,0,12,1,2,1,0,0,0,0,0,2,0,1,2,1026,127,0
4174,3285-UCQVC,0,0,0,0,37,0,1,0,0,0,0,2,0,0,0,0,1,126,6493,1
4175,6248-BSHKG,1,0,1,1,61,1,0,2,1,1,1,1,1,1,1,0,3,37,415,0
4176,4685-TFLLS,1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,0,25,2964,0
4177,3470-BTGQO,1,0,0,1,21,1,0,0,0,0,0,0,0,0,0,0,3,318,6505,0
4178,1209-VFFOC,1,0,1,1,68,0,1,0,2,2,2,2,0,2,2,1,3,487,3372,0
4179,8224-DWCKX,1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,1,774,6123,0
4180,5482-PLVPE,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,79,3493,1
4181,4553-DVPZG,0,0,1,0,62,1,2,1,0,0,2,0,2,2,0,1,2,1307,5027,0
4182,4902-OHLSK,0,1,0,0,29,1,2,1,0,0,0,2,2,2,0,0,2,1255,2471,1
4183,6917-IAYHD,1,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,3,170,2862,0
4184,0495-ZBNGW,1,1,1,0,5,1,2,1,0,0,2,0,0,0,0,1,0,898,2971,1
4185,8620-RJPZN,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,43,1620,0
4186,7572-KPVKK,1,0,0,1,62,1,2,1,0,0,2,2,2,2,2,1,2,1356,5261,0
4187,2642-MAWLJ,0,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,0,34,5611,0
4188,2357-COQEK,0,1,0,0,28,1,2,1,0,0,2,2,2,2,0,1,2,1342,2495,1
4189,7103-ZGVNT,0,0,1,1,69,1,2,0,2,2,0,2,2,0,1,0,1,781,4126,0
4190,3737-GCSPV,0,0,1,0,11,1,2,1,2,0,0,2,2,0,0,1,1,1212,409,1
4191,2027-WKXMW,0,0,1,0,63,1,2,1,0,2,2,2,2,2,0,1,2,1445,5420,0
4192,7137-NAXML,1,0,0,0,23,1,0,2,1,1,1,1,1,1,1,0,0,32,3462,0
4193,2428-ZMCTB,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,24,1706,0
4194,2961-VNFKL,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,111,1350,0
4195,1768-HNVGJ,0,1,0,0,45,1,2,0,2,0,0,2,0,2,0,1,2,716,2661,0
4196,6963-KQYQB,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,3,73,1290,0
4197,5934-RMPOV,0,0,0,1,22,1,2,1,0,0,0,0,0,2,0,1,2,990,1371,0
4198,1207-BLKSA,0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,58,467,0
4199,4088-YLDSU,1,0,1,0,55,1,2,1,0,0,2,2,2,2,1,1,2,1358,4742,1
4200,8316-BBQAY,0,0,0,0,65,0,1,0,2,0,2,2,2,2,2,0,1,542,3357,0
4201,1166-PQLGG,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,20,857,0
4202,3146-JTQHR,1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,21,1469,0
4203,4291-YZODP,0,0,0,1,7,1,0,2,1,1,1,1,1,1,1,0,3,30,6468,0
4204,4395-PZMSN,1,1,0,0,5,1,0,1,0,2,0,0,0,2,0,1,2,1006,3483,0
4205,6427-FEFIG,0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,872,1407,0
4206,0017-IUDMW,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,1570,6193,0
4207,8706-HRADD,1,0,0,0,21,0,1,0,2,0,0,2,2,0,0,1,3,276,26,0
4208,9955-QOPOY,1,0,1,0,69,0,1,0,0,2,2,2,2,2,1,1,1,559,3631,0
4209,4385-ZKVNW,1,0,1,1,44,1,0,0,0,2,0,2,0,0,0,1,0,457,2202,0
4210,5446-DKWYW,0,1,1,1,61,1,2,0,0,0,2,0,2,0,1,1,2,632,3389,0
4211,2034-CGRHZ,1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,1335,2142,1
4212,5797-APWZC,0,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,1105,6325,1
4213,3683-QKIUE,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,392,2488,1
4214,4228-ZGYUW,1,0,0,0,4,1,2,1,0,2,0,0,0,2,0,1,2,1094,3171,1
4215,9031-ZVQPT,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,2,1435,5929,0
4216,2990-IAJSV,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,1132,5283,0
4217,8107-KNCIM,1,1,1,0,14,1,2,1,0,0,0,0,0,0,0,1,2,809,31,0
4218,9027-YFHQJ,1,0,0,0,7,1,2,2,1,1,1,1,1,1,0,1,0,93,941,0
4219,5176-LDKUH,0,0,0,0,48,1,0,1,0,2,0,0,0,0,1,0,2,810,3239,0
4220,4644-OBGFZ,1,0,1,1,55,1,0,2,1,1,1,1,1,1,1,0,3,19,57,0
4221,7926-IJOOU,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,15,1481,0
4222,6480-YAGIY,1,0,0,0,45,1,0,1,2,2,2,2,2,2,1,0,1,1505,4262,0
4223,4029-HPFVY,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,721,1824,0
4224,7602-DBTOU,0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,3,21,767,0
4225,5345-BMKWB,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,3,34,1029,0
4226,3519-ZKXGG,0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,2,824,2216,1
4227,5457-COLHT,1,0,1,1,69,1,0,0,2,2,0,2,2,2,2,0,0,913,4600,0
4228,6416-TVAIH,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,685,5379,1
4229,5451-YHYPW,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,1554,6190,0
4230,5108-ADXWO,1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,2,777,5982,1
4231,7998-WNZEM,1,0,0,0,71,1,2,0,2,2,2,2,0,2,2,0,0,912,4710,0
4232,3066-RRJIO,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,714,5455,1
4233,4664-NJCMS,0,0,1,0,33,0,1,0,2,0,2,2,2,2,2,0,0,534,1645,0
4234,0307-BCOPK,0,0,0,0,16,1,0,2,1,1,1,1,1,1,1,0,3,10,2835,0
4235,7629-WFGLW,0,1,1,0,56,1,2,1,2,2,2,2,0,0,1,0,2,1201,4544,0
4236,2542-HYGIQ,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,28,1493,0
4237,6715-OFDBP,1,0,0,0,5,1,0,0,0,0,2,0,2,2,0,1,2,716,2993,1
4238,5016-LIPDW,1,0,1,1,57,1,0,2,1,1,1,1,1,1,1,0,3,17,122,0
4239,6481-LXPWL,1,0,1,1,56,0,1,0,0,2,2,0,0,0,1,1,1,209,1576,0
4240,1567-DSCIC,1,0,0,0,8,1,2,1,0,2,2,0,2,0,0,1,2,1168,5885,1
4241,2150-UWTFY,0,0,1,1,22,1,0,0,2,2,2,0,0,0,0,0,3,566,774,1
4242,6124-ACRHJ,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,24,1489,0
4243,9362-MWODR,0,0,0,1,40,1,0,0,2,0,0,2,2,0,0,1,1,610,2113,0
4244,9975-GPKZU,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,24,6230,0
4245,9625-RZFUK,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,3,23,508,0
4246,5153-LXKDT,1,0,1,1,68,1,2,1,2,2,2,0,2,2,2,1,2,1473,5755,0
4247,5161-UBZXI,1,0,1,1,69,1,0,1,2,2,0,2,2,2,2,1,1,1402,5648,0
4248,1020-JPQOW,0,0,1,0,56,1,2,1,0,2,2,2,0,0,0,0,2,1104,4307,0
4249,7919-ZODZZ,0,0,1,1,10,1,0,0,0,2,2,0,0,2,1,1,3,646,5267,0
4250,0565-JUPYD,1,0,0,0,63,1,2,1,2,2,2,2,2,0,1,0,1,1365,5262,0
4251,6867-ACCZI,0,0,1,1,24,0,1,0,2,2,2,2,0,2,2,1,3,418,379,0
4252,5939-XAIXZ,0,0,0,0,19,1,2,0,0,0,2,0,0,0,0,1,3,481,71,0
4253,9054-FOWNV,1,0,1,1,22,1,2,1,0,0,2,0,2,0,0,1,2,1068,1459,0
4254,2683-BPJSO,1,0,1,0,29,1,2,1,2,2,0,0,0,0,0,1,2,984,2117,1
4255,2157-MXBJS,1,0,1,0,13,1,2,0,0,0,2,0,2,2,1,1,3,813,6508,1
4256,8207-VVMYB,0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,1,0,112,1632,0
4257,9732-EQMWY,0,0,1,0,49,1,0,1,0,2,2,0,2,2,0,0,2,1269,4254,0
4258,9360-AHGNL,0,1,1,0,43,1,2,1,2,0,2,2,2,2,1,1,3,1460,4081,1
4259,1087-UDSIH,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,21,4845,1
4260,5269-NRGDP,1,0,1,1,42,1,0,0,0,0,2,2,2,2,1,0,2,771,2678,0
4261,6195-MELTI,1,0,0,0,57,1,0,0,0,2,0,2,0,0,1,1,3,452,2726,0
4262,5485-WUYWF,1,1,0,0,2,1,0,0,2,0,2,0,2,0,0,0,0,655,6423,1
4263,2121-JAFOM,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,1551,6143,0
4264,8818-DOPVL,0,1,0,0,46,1,2,1,0,2,2,0,2,2,0,1,2,1364,4107,0
4265,2632-UCGVD,1,1,1,0,66,1,2,1,0,0,0,2,2,2,0,1,1,1282,5421,1
4266,5445-PZWGX,1,0,0,0,62,1,2,1,2,2,0,2,0,2,1,0,2,1319,5222,1
4267,1227-UDMZR,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,1116,5284,0
4268,5198-HQAEN,1,0,1,1,35,1,0,1,0,2,0,2,2,0,1,1,2,1087,2748,0
4269,9170-CCKOU,1,0,1,0,17,1,2,1,2,2,2,0,0,0,0,0,1,1097,840,1
4270,2167-FQSTQ,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,2,1139,5367,0
4271,2819-GWENI,0,0,1,1,28,1,0,2,1,1,1,1,1,1,1,0,3,27,4508,0
4272,1043-YCUTE,1,0,1,0,56,1,2,2,1,1,1,1,1,1,2,1,1,95,593,1
4273,3814-MLAXC,0,0,0,0,31,1,2,1,0,0,0,2,0,0,0,1,1,897,2049,1
4274,3572-UUHRS,1,0,0,0,45,1,0,2,1,1,1,1,1,1,1,0,0,6,6260,0
4275,2692-PFYTJ,0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,3,107,2157,0
4276,1226-UDFZR,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,368,271,1
4277,5955-EPOAZ,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,3,48,176,0
4278,6821-JPCDC,0,0,1,0,48,1,0,1,0,2,2,0,2,2,1,1,2,1228,3975,0
4279,8815-LMFLX,1,0,1,1,25,1,2,2,1,1,1,1,1,1,0,1,0,100,4535,0
4280,9135-HSWOC,1,0,1,1,64,1,0,2,1,1,1,1,1,1,2,1,0,23,503,0
4281,8582-KRHPJ,1,0,0,0,50,0,1,0,2,2,0,0,0,0,0,1,3,189,1315,0
4282,5811-IWXYM,0,0,1,1,52,1,2,1,0,0,2,0,2,2,1,0,0,1305,4436,0
4283,7044-YAACC,1,1,1,0,4,1,0,1,0,0,0,0,0,0,0,1,2,719,2428,0
4284,8189-XRIKE,0,1,0,0,32,1,0,1,0,0,0,0,2,2,0,0,2,1112,2501,0
4285,1506-YJTYT,1,0,1,1,45,1,2,0,2,2,0,2,2,0,2,0,1,784,2927,0
4286,4123-DVHPH,1,0,1,0,9,1,2,1,2,0,0,0,0,2,0,1,2,1054,6027,0
4287,6425-YQLLO,0,1,1,0,66,1,2,1,0,0,2,2,2,2,1,1,1,1394,5486,1
4288,5442-UTCVD,1,0,0,1,3,1,2,1,0,0,2,0,0,2,0,0,2,1130,2226,1
4289,2228-BZDEE,0,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,3,31,154,0
4290,7734-DBOAI,0,0,1,1,1,0,1,0,0,0,0,2,2,0,0,0,2,244,3413,1
4291,2789-CZANW,0,0,1,1,64,1,2,1,2,2,0,2,2,2,2,0,0,1475,5499,0
4292,2091-RFFBA,0,1,0,0,31,1,2,1,0,0,0,0,0,0,0,1,2,785,1853,1
4293,2114-MGINA,0,0,0,0,14,1,0,1,0,0,0,0,2,2,0,1,3,1089,245,1
4294,7596-LDUXP,0,0,0,0,12,1,0,1,2,0,0,0,2,0,1,1,1,998,6498,0
4295,3740-RLMVT,1,1,1,0,67,1,0,0,2,2,0,2,0,0,1,1,0,562,3511,0
4296,4489-SNOJF,0,0,1,1,35,1,2,0,2,0,2,2,2,0,0,0,2,758,2224,1
4297,2192-OZITF,0,0,0,0,45,1,2,0,2,0,0,2,0,2,2,0,3,778,2905,0
4298,5651-CPDND,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,325,4172,0
4299,2186-QZEYA,0,1,0,0,29,1,2,0,2,2,0,0,0,0,0,1,0,516,1224,0
4300,1131-ALZWV,0,0,0,0,24,1,2,2,1,1,1,1,1,1,1,0,0,84,4945,0
4301,7729-XBTWX,1,0,1,1,66,1,0,2,1,1,1,1,1,1,2,1,3,24,626,0
4302,9134-WYRVP,1,0,0,0,51,1,0,1,2,0,0,0,2,0,1,0,3,1022,3638,0
4303,3284-SVCRO,0,0,1,0,45,1,2,2,1,1,1,1,1,1,2,0,3,102,233,0
4304,9732-OUYRN,0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,0,1,9,6363,0
4305,0559-CKHUS,0,0,1,0,29,1,0,2,1,1,1,1,1,1,2,1,3,20,4366,0
4306,2931-SVLTV,1,0,1,1,40,1,2,1,2,2,0,2,2,2,0,1,1,1471,3792,0
4307,6899-PPEEA,0,1,0,0,37,1,2,1,0,0,0,0,2,2,0,1,2,1218,3101,1
4308,7504-UWHNB,1,0,0,0,25,1,0,1,0,0,0,0,0,0,0,0,2,710,1235,0
4309,2582-FFFZR,0,0,0,0,22,0,1,0,0,0,2,0,2,2,0,1,2,388,145,0
4310,8908-NMQTX,1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,640,3888,0
4311,2187-LZGPL,0,0,0,0,7,0,1,0,0,2,0,0,0,2,0,1,1,244,2531,1
4312,1431-AIDJQ,1,0,1,1,33,1,0,0,0,2,2,2,2,2,2,0,1,942,2253,0
4313,6288-LBEAR,0,0,0,0,23,1,0,1,0,2,0,2,0,0,0,1,3,882,1317,0
4314,4597-NUCQV,1,1,0,0,24,1,2,1,0,2,0,0,2,2,0,1,2,1305,2092,1
4315,9019-QVLZD,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,891,5969,1
4316,8413-YNHNV,1,0,0,0,69,1,2,0,2,2,2,2,2,2,2,0,3,1106,5110,0
4317,5808-TOTXO,0,0,0,1,3,1,0,2,1,1,1,1,1,1,1,1,1,40,4703,0
4318,4369-NYSCF,1,0,0,0,56,1,0,0,0,2,0,2,2,2,1,1,0,822,3645,0
4319,6333-YDVLT,1,0,0,0,65,1,2,1,2,0,2,2,2,2,1,1,1,1469,5598,0
4320,5324-KTGCG,1,0,1,0,71,1,0,2,1,1,1,1,1,1,1,0,2,46,970,0
4321,5599-HVLTW,0,1,0,0,14,1,2,1,0,0,2,0,0,0,0,1,0,907,111,0
4322,7394-LWLYN,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,718,420,0
4323,3707-LRWZD,0,0,0,0,32,1,2,1,0,0,0,0,2,0,1,0,2,976,2411,1
4324,6873-UDNLD,1,0,0,0,40,1,0,0,2,0,2,0,0,2,0,0,2,668,2379,0
4325,2700-LUEVA,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,44,1621,0
4326,1455-ESIQH,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,1075,6296,1
4327,0958-YHXGP,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,3,713,4204,0
4328,1101-SSWAG,0,0,1,0,15,1,2,0,0,0,0,0,0,0,0,1,2,398,5577,0
4329,2979-SXESE,0,0,1,1,17,1,2,1,2,0,2,0,2,0,0,0,2,1176,1064,1
4330,4013-TLDHQ,1,0,0,0,19,1,0,1,0,2,2,0,0,0,0,1,2,865,885,1
4331,5743-KHMNA,1,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,0,103,1473,0
4332,4194-FJARJ,0,0,1,1,54,1,2,0,2,0,0,2,0,0,2,0,0,543,2849,0
4333,5325-UWTWJ,1,0,1,0,31,1,2,1,2,2,0,2,0,0,0,1,1,1104,2529,0
4334,3969-GYXEL,0,0,0,0,11,1,0,1,2,0,0,0,0,0,0,0,2,835,6167,0
4335,9208-OLGAQ,0,1,0,0,18,1,0,1,0,0,2,0,0,2,0,1,2,994,823,0
4336,3244-CQPHU,0,1,0,0,72,1,2,1,2,2,0,2,2,2,2,1,0,1471,5888,0
4337,2674-MLXMN,0,1,0,0,71,1,2,1,0,2,0,0,2,2,0,1,1,1274,5477,0
4338,9708-HPXWZ,1,1,0,0,5,0,1,0,0,0,2,2,2,0,0,0,1,313,1761,0
4339,6992-TKNYO,1,0,1,0,38,1,2,0,0,0,2,2,0,2,1,0,1,695,2321,0
4340,4468-YDOVK,1,0,0,1,5,1,0,0,0,0,0,2,0,0,0,1,0,349,1989,0
4341,3754-DXMRT,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,288,6370,1
4342,5792-JALQC,0,1,0,0,52,1,2,0,2,0,2,0,0,0,2,0,0,540,2701,0
4343,7130-VTEWQ,0,1,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,822,4954,1
4344,2200-DSAAL,0,0,0,0,68,1,2,0,0,2,2,0,2,2,2,1,2,913,4458,0
4345,4302-ZYFEL,1,0,1,1,69,1,0,2,1,1,1,1,1,1,1,1,1,40,739,0
4346,9351-LZYGF,0,0,1,0,42,1,2,0,2,2,0,2,0,0,0,1,1,655,2371,0
4347,4366-CTOUZ,0,0,0,0,50,1,0,1,0,2,0,2,2,2,2,1,3,1285,4269,0
4348,6121-VZNQB,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,11,1477,1
4349,7903-CMPEY,1,1,1,0,1,1,2,1,2,0,0,0,0,0,0,1,2,906,6018,1
4350,1518-OMDIK,1,0,1,0,33,1,0,0,0,0,0,0,0,0,0,1,1,296,856,0
4351,6671-NGWON,0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,36,904,0
4352,0595-ITUDF,1,0,1,1,64,1,2,1,2,2,2,0,0,0,0,1,2,1129,4884,0
4353,6996-KNSML,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,2,805,5724,1
4354,1955-IBMMB,1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,1,0,33,358,0
4355,0096-BXERS,0,0,1,0,6,1,2,0,0,0,0,0,0,0,0,0,2,383,2729,0
4356,3806-YAZOV,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,5,4634,0
4357,7998-ZLXWN,0,0,1,0,15,1,0,2,1,1,1,1,1,1,0,0,1,38,2868,0
4358,6253-WRFHY,1,0,1,1,13,1,0,0,0,0,0,0,2,2,1,1,2,623,6279,0
4359,9133-AYJZG,0,0,0,0,23,1,2,1,0,2,0,0,2,2,0,1,1,1256,1882,0
4360,2675-OTVVJ,1,1,1,0,31,1,2,1,2,0,0,0,2,0,0,0,2,1082,2435,0
4361,8680-CGLTP,1,0,0,0,29,1,0,0,2,2,0,2,0,0,1,1,2,520,1193,0
4362,8430-TWCBX,0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,0,1,43,69,0
4363,5018-GWURO,0,0,1,0,56,1,2,1,0,0,0,0,2,0,0,1,0,1007,4152,0
4364,6741-QRLUP,0,0,0,0,63,1,2,0,2,2,2,2,0,2,2,1,1,906,4222,0
4365,4737-HOBAX,1,0,1,0,63,1,2,0,0,0,2,2,2,2,2,0,1,896,4264,0
4366,0537-QYZZN,1,1,1,1,24,1,2,1,2,0,0,0,0,0,0,1,2,897,1423,0
4367,3340-QBBFM,1,1,1,0,36,1,0,0,0,0,2,2,0,0,1,0,1,441,1600,0
4368,1704-NRWYE,0,1,0,0,9,1,0,1,0,0,0,0,2,0,0,1,2,917,5781,1
4369,2592-SEIFQ,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,87,5266,1
4370,8200-KLNYW,0,0,1,0,21,1,0,0,2,0,2,2,2,2,1,0,3,918,1217,0
4371,3372-CDXFJ,1,0,1,1,13,1,2,2,1,1,1,1,1,1,1,0,0,82,2970,0
4372,4781-ZXYGU,1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,0,32,1609,0
4373,7632-YUTXB,0,0,1,1,25,1,0,2,1,1,1,1,1,1,1,0,3,30,4357,0
4374,2718-YSKCS,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,1,0,21,700,0
4375,9896-UYMIE,1,0,0,0,66,1,2,1,2,2,2,2,2,2,1,1,0,1533,5706,0
4376,0853-NWIFK,0,0,0,0,45,1,0,1,2,2,0,0,2,2,1,1,2,1287,3802,0
4377,8212-CRQXP,0,0,1,0,22,1,0,1,0,0,0,0,2,0,0,1,1,900,1204,0
4378,6980-CDGFC,0,0,1,0,67,1,0,2,1,1,1,1,1,1,1,1,0,46,594,0
4379,7691-XVTZH,0,0,1,0,68,1,2,1,0,0,2,0,2,0,2,1,0,1092,4895,0
4380,2520-SGTTA,0,0,1,1,0,1,0,2,1,1,1,1,1,1,2,0,3,29,0,0
4381,7481-ATQQS,0,1,0,0,49,1,2,1,0,0,2,0,0,2,0,1,1,1110,3841,1
